group,names,logfoldchanges,cell.type,organ
0,PRKCA,2.6427498,Plasmacytoid dendritic cells,Immune system
0,PRKCA,2.6427498,Plasmacytoid dendritic cells,Immune system
0,PRKCA,2.6427498,Plasmacytoid dendritic cells,Immune system
0,PRKCA,2.6427498,Plasmacytoid dendritic cells,Immune system
0,HNF4A,2.7822747,Hepatoblasts,Liver
0,HNF4A,2.7822747,Hepatoblasts,Liver
0,HNF4A,2.7822747,Hepatocytes,Liver
0,HNF4A,2.7822747,Hepatocytes,Liver
0,FOXP1,2.3512287,B cells naive,Immune system
0,FOXP1,2.3512287,B cells naive,Immune system
0,FOXP1,2.3512287,B cells naive,Immune system
0,DENND5B,2.5066264,B cells memory,Immune system
0,DENND5B,2.5066264,B cells memory,Immune system
0,DENND5B,2.5066264,B cells memory,Immune system
0,DENND5B,2.5066264,Plasma cells,Immune system
0,DENND5B,2.5066264,Plasma cells,Immune system
0,DENND5B,2.5066264,Plasma cells,Immune system
0,MGST2,2.4766052,Mast cells,Immune system
0,MGST2,2.4766052,Mast cells,Immune system
0,LRP1,2.1232963,Megakaryocytes,Immune system
0,CADM1,2.1452847,Dendritic cells,Immune system
0,CADM1,2.1452847,Dendritic cells,Immune system
0,CADM1,2.1452847,Dendritic cells,Immune system
0,CADM1,2.1452847,Dendritic cells,Immune system
0,CADM1,2.1452847,Dendritic cells,Immune system
0,SUPT3H,2.2034562,Basophils,Immune system
0,SUPT3H,2.2034562,Basophils,Immune system
0,SUPT3H,2.2034562,Basophils,Immune system
0,SUPT3H,2.2034562,Basophils,Immune system
0,TSPAN9,2.0833437,Megakaryocytes,Immune system
0,TSPAN9,2.0833437,Megakaryocytes,Immune system
0,TSPAN9,2.0833437,Megakaryocytes,Immune system
0,TSPAN9,2.0833437,Megakaryocytes,Immune system
0,TSPAN9,2.0833437,Megakaryocytes,Immune system
0,MEG3,2.0733752,Hepatic stellate cells,Liver
0,MEG3,2.0733752,Hepatic stellate cells,Liver
0,MEG3,2.0733752,Hepatic stellate cells,Liver
0,MEG3,2.0733752,Hepatic stellate cells,Liver
0,MEG3,2.0733752,Hepatic stellate cells,Liver
0,MEG3,2.0733752,Hepatic stellate cells,Liver
0,CUX2,2.5011556,Plasmacytoid dendritic cells,Immune system
0,CUX2,2.5011556,Plasmacytoid dendritic cells,Immune system
0,MME,2.9473677,B cells,Immune system
0,MME,2.9473677,B cells,Immune system
0,MME,2.9473677,B cells,Immune system
0,MME,2.9473677,B cells naive,Immune system
0,MME,2.9473677,B cells naive,Immune system
0,MME,2.9473677,B cells naive,Immune system
0,MME,2.9473677,Neutrophils,Immune system
0,MME,2.9473677,Neutrophils,Immune system
0,MME,2.9473677,Neutrophils,Immune system
0,CDH1,2.6911457,Basophils,Immune system
0,CDH1,2.6911457,Basophils,Immune system
0,CDH1,2.6911457,Basophils,Immune system
0,CDH1,2.6911457,Basophils,Immune system
0,CDH1,2.6911457,Hepatoblasts,Liver
0,CDH1,2.6911457,Hepatoblasts,Liver
0,CDH1,2.6911457,Hepatoblasts,Liver
0,CDH1,2.6911457,Hepatoblasts,Liver
0,CDH1,2.6911457,Hepatocytes,Liver
0,CDH1,2.6911457,Hepatocytes,Liver
0,CDH1,2.6911457,Hepatocytes,Liver
0,CDH1,2.6911457,Hepatocytes,Liver
0,CDH1,2.6911457,Plasmacytoid dendritic cells,Immune system
0,CDH1,2.6911457,Plasmacytoid dendritic cells,Immune system
0,CDH1,2.6911457,Plasmacytoid dendritic cells,Immune system
0,CDH1,2.6911457,Plasmacytoid dendritic cells,Immune system
0,LRP5,2.0917997,Hepatocytes,Liver
0,LRP5,2.0917997,Hepatocytes,Liver
0,LRP5,2.0917997,Hepatocytes,Liver
0,TULP3,2.4362683,Basophils,Immune system
0,TULP3,2.4362683,Basophils,Immune system
0,IL17RB,2.9451528,Nuocytes,Immune system
0,IL17RB,2.9451528,Nuocytes,Immune system
0,IL17RB,2.9451528,Nuocytes,Immune system
0,IL17RB,2.9451528,Nuocytes,Immune system
0,IL17RB,2.9451528,Plasmacytoid dendritic cells,Immune system
0,IL17RB,2.9451528,Plasmacytoid dendritic cells,Immune system
0,IL17RB,2.9451528,Plasmacytoid dendritic cells,Immune system
0,IL17RB,2.9451528,Plasmacytoid dendritic cells,Immune system
0,ZBTB46,2.4312406,Dendritic cells,Immune system
0,ZBTB46,2.4312406,Dendritic cells,Immune system
0,ZBTB46,2.4312406,Dendritic cells,Immune system
0,ZBTB46,2.4312406,Dendritic cells,Immune system
0,ZBTB46,2.4312406,Dendritic cells,Immune system
0,LIMA1,2.2684708,Mast cells,Immune system
0,LIMA1,2.2684708,Mast cells,Immune system
0,GNG7,2.571137,B cells memory,Immune system
0,GNG7,2.571137,B cells memory,Immune system
0,GNG7,2.571137,Plasma cells,Immune system
0,GNG7,2.571137,Plasma cells,Immune system
0,FGFR4,2.216801,Hepatocytes,Liver
0,FGFR4,2.216801,Hepatocytes,Liver
0,KRT19,2.1015887,Cholangiocytes,Liver
0,KRT19,2.1015887,Cholangiocytes,Liver
0,KRT19,2.1015887,Cholangiocytes,Liver
0,KRT19,2.1015887,Cholangiocytes,Liver
0,FAM198B,2.214533,Mast cells,Immune system
0,FAM198B,2.214533,Mast cells,Immune system
0,FAM198B,2.214533,Mast cells,Immune system
0,FAM198B,2.214533,Mast cells,Immune system
0,BCL7A,2.1385014,B cells naive,Immune system
0,BCL7A,2.1385014,B cells naive,Immune system
0,CD8B,2.8482335,T cells,Immune system
0,CD8B,2.8482335,T cells,Immune system
0,CD8B,2.8482335,T cells,Immune system
0,PPL,2.1224813,Dendritic cells,Immune system
0,PPL,2.1224813,Dendritic cells,Immune system
0,PPL,2.1224813,Dendritic cells,Immune system
0,ABCB9,2.5307581,Plasma cells,Immune system
0,ABCB9,2.5307581,Plasma cells,Immune system
0,ABCB9,2.5307581,Plasma cells,Immune system
0,ENO2,2.3284218,Mast cells,Immune system
0,ENO2,2.3284218,Mast cells,Immune system
0,ENO2,2.3284218,Mast cells,Immune system
0,VDR,2.5970683,Hepatocytes,Liver
0,VDR,2.5970683,Hepatocytes,Liver
0,VDR,2.5970683,Hepatocytes,Liver
0,VDR,2.5970683,Kupffer cells,Liver
0,VDR,2.5970683,Kupffer cells,Liver
0,VDR,2.5970683,Kupffer cells,Liver
0,HS3ST1,2.2074964,Mast cells,Immune system
0,HS3ST1,2.2074964,Mast cells,Immune system
0,HS3ST1,2.2074964,Mast cells,Immune system
0,HS3ST1,2.2074964,Mast cells,Immune system
1,HLA-B,3.6372633,Dendritic cells,Immune system
1,HLA-B,3.6372633,Dendritic cells,Immune system
1,HLA-B,3.6372633,Dendritic cells,Immune system
1,HLA-B,3.6372633,Dendritic cells,Immune system
1,HLA-B,3.6372633,Dendritic cells,Immune system
1,HLA-B,3.6372633,Dendritic cells,Immune system
1,HLA-B,3.6372633,Dendritic cells,Immune system
1,HLA-B,3.6372633,Dendritic cells,Immune system
1,CCL5,6.727941,Eosinophils,Immune system
1,CCL5,6.727941,Eosinophils,Immune system
1,CCL5,6.727941,Eosinophils,Immune system
1,CCL5,6.727941,Gamma delta T cells,Immune system
1,CCL5,6.727941,Gamma delta T cells,Immune system
1,CCL5,6.727941,Gamma delta T cells,Immune system
1,CCL5,6.727941,Macrophages,Immune system
1,CCL5,6.727941,Macrophages,Immune system
1,CCL5,6.727941,Macrophages,Immune system
1,CCL5,6.727941,NK cells,Immune system
1,CCL5,6.727941,NK cells,Immune system
1,CCL5,6.727941,NK cells,Immune system
1,CCL5,6.727941,T cells,Immune system
1,CCL5,6.727941,T cells,Immune system
1,CCL5,6.727941,T cells,Immune system
1,HLA-C,3.4814801,Dendritic cells,Immune system
1,HLA-C,3.4814801,Dendritic cells,Immune system
1,HLA-C,3.4814801,Dendritic cells,Immune system
1,HLA-C,3.4814801,Dendritic cells,Immune system
1,HLA-C,3.4814801,Dendritic cells,Immune system
1,HLA-C,3.4814801,Dendritic cells,Immune system
1,HLA-A,2.605812,Dendritic cells,Immune system
1,HLA-A,2.605812,Dendritic cells,Immune system
1,HLA-A,2.605812,Dendritic cells,Immune system
1,CXCR4,4.9707613,B cells,Immune system
1,CXCR4,4.9707613,B cells,Immune system
1,CXCR4,4.9707613,B cells,Immune system
1,CXCR4,4.9707613,Dendritic cells,Immune system
1,CXCR4,4.9707613,Dendritic cells,Immune system
1,CXCR4,4.9707613,Dendritic cells,Immune system
1,CXCR4,4.9707613,Mast cells,Immune system
1,CXCR4,4.9707613,Mast cells,Immune system
1,CXCR4,4.9707613,Mast cells,Immune system
1,CXCR4,4.9707613,Megakaryocytes,Immune system
1,CXCR4,4.9707613,Megakaryocytes,Immune system
1,CXCR4,4.9707613,Megakaryocytes,Immune system
1,CXCR4,4.9707613,Monocytes,Immune system
1,CXCR4,4.9707613,Monocytes,Immune system
1,CXCR4,4.9707613,Monocytes,Immune system
1,CXCR4,4.9707613,Natural killer T cells,Immune system
1,CXCR4,4.9707613,Natural killer T cells,Immune system
1,CXCR4,4.9707613,Natural killer T cells,Immune system
1,CXCR4,4.9707613,NK cells,Immune system
1,CXCR4,4.9707613,NK cells,Immune system
1,CXCR4,4.9707613,NK cells,Immune system
1,CXCR4,4.9707613,Plasma cells,Immune system
1,CXCR4,4.9707613,Plasma cells,Immune system
1,CXCR4,4.9707613,Plasma cells,Immune system
1,CXCR4,4.9707613,Plasmacytoid dendritic cells,Immune system
1,CXCR4,4.9707613,Plasmacytoid dendritic cells,Immune system
1,CXCR4,4.9707613,Plasmacytoid dendritic cells,Immune system
1,CXCR4,4.9707613,T cells,Immune system
1,CXCR4,4.9707613,T cells,Immune system
1,CXCR4,4.9707613,T cells,Immune system
1,JUNB,3.8687584,T cells,Immune system
1,JUNB,3.8687584,T cells,Immune system
1,JUNB,3.8687584,T cells,Immune system
1,KLRB1,5.6344137,Natural killer T cells,Immune system
1,KLRB1,5.6344137,Natural killer T cells,Immune system
1,KLRB1,5.6344137,NK cells,Immune system
1,KLRB1,5.6344137,NK cells,Immune system
1,KLRB1,5.6344137,T cells,Immune system
1,KLRB1,5.6344137,T cells,Immune system
1,S100A4,4.001758,Dendritic cells,Immune system
1,S100A4,4.001758,Dendritic cells,Immune system
1,S100A4,4.001758,Dendritic cells,Immune system
1,S100A4,4.001758,Dendritic cells,Immune system
1,S100A4,4.001758,Macrophages,Immune system
1,S100A4,4.001758,Macrophages,Immune system
1,S100A4,4.001758,Macrophages,Immune system
1,S100A4,4.001758,Macrophages,Immune system
1,S100A4,4.001758,Monocytes,Immune system
1,S100A4,4.001758,Monocytes,Immune system
1,S100A4,4.001758,Monocytes,Immune system
1,S100A4,4.001758,Monocytes,Immune system
1,S100A4,4.001758,Myeloid-derived suppressor cells,Immune system
1,S100A4,4.001758,Myeloid-derived suppressor cells,Immune system
1,S100A4,4.001758,Myeloid-derived suppressor cells,Immune system
1,S100A4,4.001758,Myeloid-derived suppressor cells,Immune system
1,S100A4,4.001758,Neutrophils,Immune system
1,S100A4,4.001758,Neutrophils,Immune system
1,S100A4,4.001758,Neutrophils,Immune system
1,S100A4,4.001758,Neutrophils,Immune system
1,S100A4,4.001758,NK cells,Immune system
1,S100A4,4.001758,NK cells,Immune system
1,S100A4,4.001758,NK cells,Immune system
1,S100A4,4.001758,NK cells,Immune system
1,S100A4,4.001758,T cells,Immune system
1,S100A4,4.001758,T cells,Immune system
1,S100A4,4.001758,T cells,Immune system
1,S100A4,4.001758,T cells,Immune system
1,GZMA,5.9415584,Gamma delta T cells,Immune system
1,GZMA,5.9415584,Gamma delta T cells,Immune system
1,GZMA,5.9415584,NK cells,Immune system
1,GZMA,5.9415584,NK cells,Immune system
1,GZMA,5.9415584,T cells,Immune system
1,GZMA,5.9415584,T cells,Immune system
1,CST7,5.665859,Gamma delta T cells,Immune system
1,CST7,5.665859,Gamma delta T cells,Immune system
1,CST7,5.665859,Gamma delta T cells,Immune system
1,CST7,5.665859,NK cells,Immune system
1,CST7,5.665859,NK cells,Immune system
1,CST7,5.665859,NK cells,Immune system
1,KLRD1,4.1357303,Gamma delta T cells,Immune system
1,KLRD1,4.1357303,Gamma delta T cells,Immune system
1,KLRD1,4.1357303,Gamma delta T cells,Immune system
1,KLRD1,4.1357303,Gamma delta T cells,Immune system
1,KLRD1,4.1357303,NK cells,Immune system
1,KLRD1,4.1357303,NK cells,Immune system
1,KLRD1,4.1357303,NK cells,Immune system
1,KLRD1,4.1357303,NK cells,Immune system
1,IL32,2.78986,NK cells,Immune system
1,IL32,2.78986,NK cells,Immune system
1,IL32,2.78986,NK cells,Immune system
1,IL32,2.78986,T cells,Immune system
1,IL32,2.78986,T cells,Immune system
1,IL32,2.78986,T cells,Immune system
1,CD69,5.5308976,B cells,Immune system
1,CD69,5.5308976,B cells,Immune system
1,CD69,5.5308976,B cells,Immune system
1,CD69,5.5308976,B cells memory,Immune system
1,CD69,5.5308976,B cells memory,Immune system
1,CD69,5.5308976,B cells memory,Immune system
1,CD69,5.5308976,B cells naive,Immune system
1,CD69,5.5308976,B cells naive,Immune system
1,CD69,5.5308976,B cells naive,Immune system
1,CD69,5.5308976,Basophils,Immune system
1,CD69,5.5308976,Basophils,Immune system
1,CD69,5.5308976,Basophils,Immune system
1,CD69,5.5308976,Eosinophils,Immune system
1,CD69,5.5308976,Eosinophils,Immune system
1,CD69,5.5308976,Eosinophils,Immune system
1,CD69,5.5308976,NK cells,Immune system
1,CD69,5.5308976,NK cells,Immune system
1,CD69,5.5308976,NK cells,Immune system
1,CD69,5.5308976,T cells,Immune system
1,CD69,5.5308976,T cells,Immune system
1,CD69,5.5308976,T cells,Immune system
1,CD69,5.5308976,T cytotoxic cells,Immune system
1,CD69,5.5308976,T cytotoxic cells,Immune system
1,CD69,5.5308976,T cytotoxic cells,Immune system
1,CD69,5.5308976,T memory cells,Immune system
1,CD69,5.5308976,T memory cells,Immune system
1,CD69,5.5308976,T memory cells,Immune system
1,CD52,4.817865,B cells,Immune system
1,CD52,4.817865,B cells,Immune system
1,CD52,4.817865,B cells,Immune system
1,CD52,4.817865,B cells,Immune system
1,CD52,4.817865,B cells naive,Immune system
1,CD52,4.817865,B cells naive,Immune system
1,CD52,4.817865,B cells naive,Immune system
1,CD52,4.817865,B cells naive,Immune system
1,CD52,4.817865,T cells,Immune system
1,CD52,4.817865,T cells,Immune system
1,CD52,4.817865,T cells,Immune system
1,CD52,4.817865,T cells,Immune system
1,DUSP1,2.1662486,Mast cells,Immune system
1,DUSP1,2.1662486,Mast cells,Immune system
1,DUSP1,2.1662486,Mast cells,Immune system
1,DUSP1,2.1662486,Mast cells,Immune system
1,CD37,3.395761,B cells memory,Immune system
1,CD37,3.395761,B cells memory,Immune system
1,CD37,3.395761,B cells memory,Immune system
1,CD37,3.395761,B cells memory,Immune system
1,CD37,3.395761,B cells naive,Immune system
1,CD37,3.395761,B cells naive,Immune system
1,CD37,3.395761,B cells naive,Immune system
1,CD37,3.395761,B cells naive,Immune system
1,CD37,3.395761,Plasma cells,Immune system
1,CD37,3.395761,Plasma cells,Immune system
1,CD37,3.395761,Plasma cells,Immune system
1,CD37,3.395761,Plasma cells,Immune system
1,PTPRC,2.1170375,B cells,Immune system
1,PTPRC,2.1170375,B cells,Immune system
1,PTPRC,2.1170375,B cells,Immune system
1,PTPRC,2.1170375,B cells,Immune system
1,PTPRC,2.1170375,B cells,Immune system
1,PTPRC,2.1170375,B cells,Immune system
1,PTPRC,2.1170375,B cells,Immune system
1,PTPRC,2.1170375,B cells memory,Immune system
1,PTPRC,2.1170375,B cells memory,Immune system
1,PTPRC,2.1170375,B cells memory,Immune system
1,PTPRC,2.1170375,B cells memory,Immune system
1,PTPRC,2.1170375,B cells memory,Immune system
1,PTPRC,2.1170375,B cells memory,Immune system
1,PTPRC,2.1170375,B cells memory,Immune system
1,PTPRC,2.1170375,Dendritic cells,Immune system
1,PTPRC,2.1170375,Dendritic cells,Immune system
1,PTPRC,2.1170375,Dendritic cells,Immune system
1,PTPRC,2.1170375,Dendritic cells,Immune system
1,PTPRC,2.1170375,Dendritic cells,Immune system
1,PTPRC,2.1170375,Dendritic cells,Immune system
1,PTPRC,2.1170375,Dendritic cells,Immune system
1,PTPRC,2.1170375,Monocytes,Immune system
1,PTPRC,2.1170375,Monocytes,Immune system
1,PTPRC,2.1170375,Monocytes,Immune system
1,PTPRC,2.1170375,Monocytes,Immune system
1,PTPRC,2.1170375,Monocytes,Immune system
1,PTPRC,2.1170375,Monocytes,Immune system
1,PTPRC,2.1170375,Monocytes,Immune system
1,PTPRC,2.1170375,T memory cells,Immune system
1,PTPRC,2.1170375,T memory cells,Immune system
1,PTPRC,2.1170375,T memory cells,Immune system
1,PTPRC,2.1170375,T memory cells,Immune system
1,PTPRC,2.1170375,T memory cells,Immune system
1,PTPRC,2.1170375,T memory cells,Immune system
1,PTPRC,2.1170375,T memory cells,Immune system
1,GZMK,5.4700255,NK cells,Immune system
1,GZMK,5.4700255,NK cells,Immune system
1,GZMK,5.4700255,NK cells,Immune system
1,GZMK,5.4700255,T cells,Immune system
1,GZMK,5.4700255,T cells,Immune system
1,GZMK,5.4700255,T cells,Immune system
1,GNLY,5.224089,Gamma delta T cells,Immune system
1,GNLY,5.224089,Gamma delta T cells,Immune system
1,GNLY,5.224089,Gamma delta T cells,Immune system
1,GNLY,5.224089,Gamma delta T cells,Immune system
1,GNLY,5.224089,NK cells,Immune system
1,GNLY,5.224089,NK cells,Immune system
1,GNLY,5.224089,NK cells,Immune system
1,GNLY,5.224089,NK cells,Immune system
1,CD7,2.5535378,Gamma delta T cells,Immune system
1,CD7,2.5535378,Gamma delta T cells,Immune system
1,CD7,2.5535378,Monocytes,Immune system
1,CD7,2.5535378,Monocytes,Immune system
1,CD7,2.5535378,NK cells,Immune system
1,CD7,2.5535378,NK cells,Immune system
1,CD7,2.5535378,T cells,Immune system
1,CD7,2.5535378,T cells,Immune system
1,CD7,2.5535378,T memory cells,Immune system
1,CD7,2.5535378,T memory cells,Immune system
1,ITGB2,2.7656906,Natural killer T cells,Immune system
1,ITGB2,2.7656906,Natural killer T cells,Immune system
1,ITGB2,2.7656906,Natural killer T cells,Immune system
1,LCK,4.630423,T cells,Immune system
1,LCK,4.630423,T cells,Immune system
1,LCK,4.630423,T cells,Immune system
1,LCK,4.630423,T cells,Immune system
1,LCK,4.630423,T cells,Immune system
1,LCK,4.630423,T memory cells,Immune system
1,LCK,4.630423,T memory cells,Immune system
1,LCK,4.630423,T memory cells,Immune system
1,LCK,4.630423,T memory cells,Immune system
1,LCK,4.630423,T memory cells,Immune system
1,CD247,3.3065813,Gamma delta T cells,Immune system
1,CD247,3.3065813,Gamma delta T cells,Immune system
1,CD247,3.3065813,Gamma delta T cells,Immune system
1,CD247,3.3065813,Gamma delta T cells,Immune system
1,CD247,3.3065813,Gamma delta T cells,Immune system
1,CD247,3.3065813,NK cells,Immune system
1,CD247,3.3065813,NK cells,Immune system
1,CD247,3.3065813,NK cells,Immune system
1,CD247,3.3065813,NK cells,Immune system
1,CD247,3.3065813,NK cells,Immune system
1,CD247,3.3065813,T cells,Immune system
1,CD247,3.3065813,T cells,Immune system
1,CD247,3.3065813,T cells,Immune system
1,CD247,3.3065813,T cells,Immune system
1,CD247,3.3065813,T cells,Immune system
1,CD247,3.3065813,T memory cells,Immune system
1,CD247,3.3065813,T memory cells,Immune system
1,CD247,3.3065813,T memory cells,Immune system
1,CD247,3.3065813,T memory cells,Immune system
1,CD247,3.3065813,T memory cells,Immune system
1,PLAC8,2.6408622,Dendritic cells,Immune system
1,PLAC8,2.6408622,Dendritic cells,Immune system
1,PLAC8,2.6408622,Dendritic cells,Immune system
1,PLAC8,2.6408622,Dendritic cells,Immune system
1,GZMM,5.2588825,NK cells,Immune system
1,GZMM,5.2588825,NK cells,Immune system
1,GZMM,5.2588825,NK cells,Immune system
1,CD3G,5.7930064,NK cells,Immune system
1,CD3G,5.7930064,NK cells,Immune system
1,CD3G,5.7930064,T cells,Immune system
1,CD3G,5.7930064,T cells,Immune system
1,CD3G,5.7930064,T memory cells,Immune system
1,CD3G,5.7930064,T memory cells,Immune system
1,TBC1D10C,4.583137,T memory cells,Immune system
1,TBC1D10C,4.583137,T memory cells,Immune system
1,TBC1D10C,4.583137,T memory cells,Immune system
1,IL16,3.4550543,Plasma cells,Immune system
1,IL16,3.4550543,Plasma cells,Immune system
1,IL16,3.4550543,Plasma cells,Immune system
1,IL16,3.4550543,Plasma cells,Immune system
1,ANXA1,2.4826908,Dendritic cells,Immune system
1,ANXA1,2.4826908,Dendritic cells,Immune system
1,ANXA1,2.4826908,Dendritic cells,Immune system
1,ANXA1,2.4826908,Dendritic cells,Immune system
1,HOPX,5.414642,Gamma delta T cells,Immune system
1,HOPX,5.414642,Gamma delta T cells,Immune system
1,HOPX,5.414642,NK cells,Immune system
1,HOPX,5.414642,NK cells,Immune system
1,HOPX,5.414642,T cells,Immune system
1,HOPX,5.414642,T cells,Immune system
1,PYHIN1,4.048868,T cells,Immune system
1,PYHIN1,4.048868,T cells,Immune system
1,PYHIN1,4.048868,T cells,Immune system
1,PYHIN1,4.048868,T cells,Immune system
1,PYHIN1,4.048868,T cells,Immune system
1,BIN2,3.1760967,T memory cells,Immune system
1,BIN2,3.1760967,T memory cells,Immune system
1,BIN2,3.1760967,T memory cells,Immune system
1,BIN2,3.1760967,T memory cells,Immune system
1,BIN2,3.1760967,T memory cells,Immune system
1,ADGRE5,2.1845746,Macrophages,Immune system
1,ADGRE5,2.1845746,Macrophages,Immune system
1,ADGRE5,2.1845746,Macrophages,Immune system
1,ADGRE5,2.1845746,Macrophages,Immune system
1,ADGRE5,2.1845746,Macrophages,Immune system
1,IKZF1,2.2370524,T memory cells,Immune system
1,IKZF1,2.2370524,T memory cells,Immune system
1,IKZF1,2.2370524,T memory cells,Immune system
1,IKZF1,2.2370524,T memory cells,Immune system
1,IKZF1,2.2370524,T memory cells,Immune system
1,IKZF1,2.2370524,T memory cells,Immune system
1,IKZF1,2.2370524,T memory cells,Immune system
1,CYTIP,2.9033384,T memory cells,Immune system
1,CYTIP,2.9033384,T memory cells,Immune system
1,CYTIP,2.9033384,T memory cells,Immune system
1,CYTIP,2.9033384,T memory cells,Immune system
1,CYTIP,2.9033384,T memory cells,Immune system
1,CYTIP,2.9033384,T memory cells,Immune system
1,CYTIP,2.9033384,T memory cells,Immune system
1,MATK,4.1137276,Megakaryocytes,Immune system
1,MATK,4.1137276,Megakaryocytes,Immune system
1,MATK,4.1137276,Megakaryocytes,Immune system
1,TRGC2,5.3603306,Gamma delta T cells,Immune system
1,TRGC2,5.3603306,Gamma delta T cells,Immune system
1,RUNX3,3.179875,Macrophages,Immune system
1,RUNX3,3.179875,Macrophages,Immune system
1,RUNX3,3.179875,Macrophages,Immune system
1,RUNX3,3.179875,Macrophages,Immune system
1,RUNX3,3.179875,Macrophages,Immune system
1,RUNX3,3.179875,Macrophages,Immune system
1,PRDM1,2.8631694,Plasma cells,Immune system
1,PRDM1,2.8631694,Plasma cells,Immune system
1,PRDM1,2.8631694,Plasma cells,Immune system
1,PRDM1,2.8631694,Plasma cells,Immune system
1,PRDM1,2.8631694,Plasma cells,Immune system
1,PRDM1,2.8631694,Plasma cells,Immune system
1,KLRG1,2.7525365,NK cells,Immune system
1,KLRG1,2.7525365,NK cells,Immune system
1,KLRG1,2.7525365,NK cells,Immune system
1,IL2RB,3.55974,Natural killer T cells,Immune system
1,IL2RB,3.55974,Natural killer T cells,Immune system
1,IL2RB,3.55974,Natural killer T cells,Immune system
1,IL2RB,3.55974,Natural killer T cells,Immune system
1,IL2RB,3.55974,Natural killer T cells,Immune system
1,IL2RB,3.55974,NK cells,Immune system
1,IL2RB,3.55974,NK cells,Immune system
1,IL2RB,3.55974,NK cells,Immune system
1,IL2RB,3.55974,NK cells,Immune system
1,IL2RB,3.55974,NK cells,Immune system
1,IL2RB,3.55974,T cells,Immune system
1,IL2RB,3.55974,T cells,Immune system
1,IL2RB,3.55974,T cells,Immune system
1,IL2RB,3.55974,T cells,Immune system
1,IL2RB,3.55974,T cells,Immune system
1,CD8A,3.7416523,Dendritic cells,Immune system
1,CD8A,3.7416523,NK cells,Immune system
1,CD8A,3.7416523,Plasmacytoid dendritic cells,Immune system
1,CD8A,3.7416523,T cells,Immune system
1,CD8A,3.7416523,T cytotoxic cells,Immune system
1,BCL11B,3.3813684,Nuocytes,Immune system
1,BCL11B,3.3813684,Nuocytes,Immune system
1,BCL11B,3.3813684,Nuocytes,Immune system
1,BCL11B,3.3813684,Nuocytes,Immune system
1,FMNL1,2.6085587,Macrophages,Immune system
1,FMNL1,2.6085587,Macrophages,Immune system
1,FMNL1,2.6085587,Macrophages,Immune system
1,FMNL1,2.6085587,Macrophages,Immune system
1,FMNL1,2.6085587,Macrophages,Immune system
1,FMNL1,2.6085587,Macrophages,Immune system
1,FMNL1,2.6085587,T cells,Immune system
1,FMNL1,2.6085587,T cells,Immune system
1,FMNL1,2.6085587,T cells,Immune system
1,FMNL1,2.6085587,T cells,Immune system
1,FMNL1,2.6085587,T cells,Immune system
1,FMNL1,2.6085587,T cells,Immune system
1,CD160,3.6377795,T cells,Immune system
1,CD160,3.6377795,T cells,Immune system
1,CD160,3.6377795,T cells,Immune system
1,RHOH,2.7797358,T cells,Immune system
1,RHOH,2.7797358,T cells,Immune system
1,RHOH,2.7797358,T cells,Immune system
1,RHOH,2.7797358,T cells,Immune system
1,RHOH,2.7797358,T cells,Immune system
1,RHOH,2.7797358,T memory cells,Immune system
1,RHOH,2.7797358,T memory cells,Immune system
1,RHOH,2.7797358,T memory cells,Immune system
1,RHOH,2.7797358,T memory cells,Immune system
1,RHOH,2.7797358,T memory cells,Immune system
1,IDS,2.1325686,Mast cells,Immune system
1,IDS,2.1325686,Mast cells,Immune system
1,CLIC3,4.1891,Gamma delta T cells,Immune system
1,CLIC3,4.1891,Gamma delta T cells,Immune system
1,CLIC3,4.1891,Gamma delta T cells,Immune system
1,CXCR6,4.7351103,T cells,Immune system
1,CXCR6,4.7351103,T cells,Immune system
1,CXCR6,4.7351103,T memory cells,Immune system
1,CXCR6,4.7351103,T memory cells,Immune system
1,SEPT1,2.1681917,T cells,Immune system
1,SEPT1,2.1681917,T cells,Immune system
1,SEPT1,2.1681917,T memory cells,Immune system
1,SEPT1,2.1681917,T memory cells,Immune system
1,ARHGAP45,2.3291025,T memory cells,Immune system
1,ARHGAP45,2.3291025,T memory cells,Immune system
1,ARHGAP45,2.3291025,T memory cells,Immune system
1,ARHGAP45,2.3291025,T memory cells,Immune system
1,ARHGAP45,2.3291025,T memory cells,Immune system
1,CD27,3.657628,B cells,Immune system
1,CD27,3.657628,B cells,Immune system
1,CD27,3.657628,B cells,Immune system
1,CD27,3.657628,B cells memory,Immune system
1,CD27,3.657628,B cells memory,Immune system
1,CD27,3.657628,B cells memory,Immune system
1,CD27,3.657628,NK cells,Immune system
1,CD27,3.657628,NK cells,Immune system
1,CD27,3.657628,NK cells,Immune system
1,CD27,3.657628,Plasma cells,Immune system
1,CD27,3.657628,Plasma cells,Immune system
1,CD27,3.657628,Plasma cells,Immune system
1,CD27,3.657628,T cytotoxic cells,Immune system
1,CD27,3.657628,T cytotoxic cells,Immune system
1,CD27,3.657628,T cytotoxic cells,Immune system
1,CD27,3.657628,T memory cells,Immune system
1,CD27,3.657628,T memory cells,Immune system
1,CD27,3.657628,T memory cells,Immune system
1,XCL1,3.2759202,NK cells,Immune system
1,XCL1,3.2759202,NK cells,Immune system
1,ARHGAP9,3.105685,Plasmacytoid dendritic cells,Immune system
1,ARHGAP9,3.105685,Plasmacytoid dendritic cells,Immune system
1,ARHGAP9,3.105685,Plasmacytoid dendritic cells,Immune system
